Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0179,2.0e-06,163,0.0011229,0.66,0.68
0.0073,9.8e-08,8,0.0001589,0.48,0.64
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0075,1.1e-07,9,0.0001801,0.49,0.62
0.0372,2.0e-05,1666,0.0054130,0.76,0.66
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0366,1.8e-05,1475,0.0050317,0.70,0.66
0.0333,1.2e-05,995,0.0038664,0.63,0.66
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0407,1.9e-05,1534,0.0052965,0.53,0.64
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0772,5.8e-05,4724,0.0129446,0.24,0.56
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0221,3.2e-06,264,0.0016101,0.57,0.65
0.0355,1.8e-05,1511,0.0050422,0.78,0.67
0.0244,3.1e-06,254,0.0015889,0.41,0.65
0.0300,8.2e-06,674,0.0030402,0.58,0.65
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0184,2.1e-06,171,0.0011652,0.64,0.68
0.0371,2.0e-05,1629,0.0053071,0.75,0.67
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0386,1.6e-05,1299,0.0047562,0.52,0.64
0.0394,1.6e-05,1332,0.0049257,0.51,0.63
0.0138,7.1e-07,58,0.0005720,0.51,0.67
0.0385,1.6e-05,1295,0.0047669,0.53,0.64
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0182,1.9e-06,159,0.0011123,0.61,0.68
0.0073,9.8e-08,8,0.0001589,0.48,0.64
0.0183,2.2e-06,179,0.0012182,0.68,0.67
0.0342,1.3e-05,1064,0.0040253,0.62,0.66
0.0202,2.2e-06,184,0.0012606,0.52,0.66
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0271,6.3e-06,515,0.0024258,0.60,0.68
0.0388,1.7e-05,1407,0.0048728,0.56,0.66
0.0086,1.3e-07,11,0.0001907,0.40,0.66
0.0356,1.6e-05,1327,0.0045868,0.68,0.67
0.0262,4.6e-06,381,0.0020550,0.49,0.66
0.0367,1.8e-05,1479,0.0049787,0.70,0.67
0.0480,2.3e-05,1858,0.0060380,0.39,0.64
0.0194,2.5e-06,204,0.0013135,0.65,0.68
0.0403,2.2e-05,1830,0.0059744,0.65,0.64
0.0187,2.0e-06,163,0.0011652,0.58,0.66
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0154,1.2e-06,98,0.0007627,0.62,0.71
0.0073,1.1e-07,9,0.0001695,0.54,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0597,2.6e-05,2144,0.0072456,0.23,0.59
0.0365,1.6e-05,1318,0.0047139,0.63,0.65
0.0374,1.6e-05,1298,0.0047033,0.58,0.65
0.0199,2.5e-06,206,0.0013241,0.61,0.67
0.0389,1.6e-05,1346,0.0047774,0.53,0.65
0.0167,1.5e-06,121,0.0009640,0.61,0.65
0.0366,1.9e-05,1536,0.0051164,0.73,0.67
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0190,2.3e-06,190,0.0012606,0.64,0.67
0.0157,1.3e-06,106,0.0008263,0.63,0.69
0.0346,1.4e-05,1160,0.0042266,0.65,0.67
0.0188,2.0e-06,164,0.0011652,0.57,0.66
0.0360,1.7e-05,1391,0.0047668,0.69,0.67
0.0181,2.1e-06,171,0.0011864,0.67,0.67
0.0777,5.9e-05,4813,0.0134107,0.24,0.54
0.0195,2.2e-06,183,0.0011970,0.57,0.69
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0095,1.2e-07,10,0.0001907,0.27,0.62
0.0086,1.5e-07,12,0.0001907,0.44,0.70
0.0076,1.5e-07,12,0.0001695,0.63,0.79
0.0181,2.0e-06,161,0.0011123,0.63,0.68
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0156,7.9e-07,65,0.0005932,0.40,0.70
0.0385,1.7e-05,1371,0.0048304,0.56,0.65
0.0350,1.5e-05,1264,0.0044808,0.69,0.67
0.0390,1.5e-05,1209,0.0044808,0.48,0.65
0.0332,1.2e-05,985,0.0038241,0.63,0.66
0.0381,1.6e-05,1300,0.0047033,0.55,0.65
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0421,2.2e-05,1767,0.0058367,0.55,0.64
0.0389,1.6e-05,1326,0.0047456,0.53,0.65
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0161,1.5e-06,121,0.0009110,0.67,0.69
0.0164,1.6e-06,130,0.0009745,0.68,0.67
0.0386,1.9e-05,1595,0.0053177,0.64,0.66
0.0375,1.8e-05,1506,0.0050952,0.67,0.66
0.0371,2.0e-05,1642,0.0053812,0.75,0.66
0.0073,1.2e-07,10,0.0001801,0.60,0.66
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0379,1.9e-05,1593,0.0052965,0.68,0.66
0.0337,1.2e-05,997,0.0039300,0.61,0.65
0.0375,1.6e-05,1305,0.0046927,0.58,0.65
0.0164,1.7e-06,136,0.0009852,0.72,0.69
0.0150,1.1e-06,87,0.0007521,0.59,0.67
0.0224,3.5e-06,287,0.0016525,0.60,0.67
0.0193,2.3e-06,189,0.0011970,0.61,0.70
0.0246,4.3e-06,356,0.0019173,0.56,0.67
0.0403,2.0e-05,1643,0.0055401,0.59,0.64
0.0317,8.0e-06,658,0.0029237,0.48,0.66
0.0354,1.5e-05,1248,0.0045126,0.66,0.66
0.0191,2.2e-06,180,0.0012182,0.60,0.67
0.0376,2.0e-05,1649,0.0053812,0.72,0.66
0.0198,2.5e-06,202,0.0012818,0.61,0.69
0.0367,1.5e-05,1245,0.0044385,0.58,0.67
0.0126,4.6e-07,38,0.0004555,0.44,0.64
0.0418,2.2e-05,1820,0.0058791,0.58,0.65
0.0152,1.2e-06,100,0.0008474,0.66,0.65
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0339,1.3e-05,1089,0.0040465,0.65,0.67
0.0199,2.5e-06,205,0.0012712,0.60,0.70
0.0179,2.0e-06,162,0.0011652,0.65,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0377,2.1e-05,1709,0.0054554,0.74,0.67
0.0421,2.2e-05,1844,0.0058791,0.57,0.66
0.0192,2.1e-06,174,0.0012182,0.57,0.66
0.0098,1.3e-07,11,0.0001801,0.28,0.70
0.0394,2.2e-05,1802,0.0057520,0.68,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0377,1.8e-05,1453,0.0049257,0.63,0.67
0.0489,3.0e-05,2492,0.0074469,0.50,0.63
0.0385,1.8e-05,1456,0.0050846,0.59,0.65
0.0347,1.2e-05,974,0.0038453,0.54,0.65
0.0356,1.6e-05,1336,0.0046397,0.69,0.67
0.0386,2.2e-05,1772,0.0056990,0.72,0.66
0.0076,9.8e-08,8,0.0001483,0.42,0.69
0.0865,8.3e-05,6845,0.0171712,0.25,0.54
0.0389,1.7e-05,1431,0.0049363,0.57,0.66
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0155,1.3e-06,103,0.0008051,0.64,0.70
0.0367,1.7e-05,1359,0.0047668,0.64,0.66
0.0076,1.2e-07,10,0.0001589,0.52,0.75
0.0073,9.8e-08,8,0.0001589,0.48,0.64
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0163,1.5e-06,119,0.0009110,0.64,0.68
0.0401,2.0e-05,1619,0.0053601,0.59,0.66
0.0406,1.6e-05,1338,0.0049151,0.46,0.63
0.0362,1.7e-05,1403,0.0048092,0.69,0.67
0.0332,1.3e-05,1043,0.0039300,0.66,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0171,1.5e-06,122,0.0009746,0.57,0.65
0.0310,9.5e-06,783,0.0033686,0.61,0.65
0.0358,1.1e-05,899,0.0036122,0.46,0.66
0.0403,2.3e-05,1847,0.0058261,0.66,0.66
0.0078,9.8e-08,8,0.0001589,0.39,0.64
0.0402,1.8e-05,1486,0.0050952,0.53,0.65
0.0815,6.8e-05,5541,0.0143853,0.24,0.56
0.0182,2.0e-06,168,0.0011758,0.65,0.66
0.0407,1.9e-05,1568,0.0052117,0.54,0.66
0.0374,1.7e-05,1435,0.0047880,0.64,0.68
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0378,1.7e-05,1368,0.0048304,0.59,0.65
0.0368,1.8e-05,1516,0.0050634,0.71,0.67
0.0371,1.4e-05,1134,0.0042901,0.52,0.65
0.0405,2.6e-05,2109,0.0064405,0.74,0.65
0.0377,2.0e-05,1619,0.0053283,0.71,0.66
0.0373,1.5e-05,1237,0.0044596,0.56,0.66
0.0454,2.5e-05,2048,0.0063982,0.51,0.65
0.0078,1.2e-07,10,0.0001801,0.48,0.66
0.0379,1.9e-05,1586,0.0052223,0.68,0.67
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0377,1.9e-05,1524,0.0051694,0.66,0.66
0.0411,2.3e-05,1869,0.0059533,0.62,0.65
0.0153,1.1e-06,94,0.0007415,0.62,0.71
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0386,1.9e-05,1594,0.0052965,0.64,0.66
0.0191,2.2e-06,179,0.0011864,0.60,0.69
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0365,1.4e-05,1160,0.0043643,0.55,0.65
0.0076,9.8e-08,8,0.0001483,0.42,0.69
0.0164,1.4e-06,114,0.0008898,0.60,0.68
0.0169,1.7e-06,141,0.0009957,0.68,0.70
0.0411,2.5e-05,2089,0.0064511,0.70,0.65
0.0394,1.8e-05,1491,0.0050952,0.57,0.66
0.0187,1.7e-06,141,0.0009957,0.50,0.70
0.0078,1.2e-07,10,0.0001695,0.48,0.70
0.0104,1.5e-07,12,0.0002119,0.25,0.63
0.0606,3.4e-05,2784,0.0082837,0.29,0.61
0.0401,2.3e-05,1917,0.0060910,0.69,0.65
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0410,1.8e-05,1437,0.0050529,0.49,0.65
0.0434,2.2e-05,1779,0.0058049,0.51,0.65
0.0385,2.0e-05,1629,0.0054130,0.66,0.66
0.0154,4.6e-07,38,0.0005085,0.24,0.57
0.0396,2.1e-05,1711,0.0055613,0.64,0.66
0.0174,1.6e-06,132,0.0010381,0.58,0.64
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0651,4.1e-05,3361,0.0096290,0.28,0.60
0.0182,2.0e-06,161,0.0011123,0.62,0.68
0.0386,2.2e-05,1803,0.0057414,0.73,0.66
0.0148,1.0e-06,86,0.0007627,0.61,0.65
0.0390,2.0e-05,1649,0.0054342,0.65,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0377,2.2e-05,1796,0.0057096,0.78,0.66
0.0400,2.5e-05,2010,0.0062075,0.73,0.66
0.0151,1.2e-06,96,0.0007839,0.65,0.69
0.0405,2.2e-05,1791,0.0056884,0.63,0.66
0.0402,2.5e-05,2040,0.0062605,0.73,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0169,1.7e-06,141,0.0010381,0.67,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0198,2.3e-06,186,0.0012606,0.56,0.66
0.0073,1.2e-07,10,0.0001801,0.60,0.66
0.0418,2.2e-05,1805,0.0059744,0.57,0.64
0.0410,2.0e-05,1632,0.0055083,0.55,0.64
0.0176,1.7e-06,142,0.0010381,0.61,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0440,2.2e-05,1810,0.0059427,0.49,0.64
0.0449,2.5e-05,2016,0.0063982,0.52,0.64
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0447,2.5e-05,2020,0.0062499,0.53,0.65
0.0358,1.7e-05,1399,0.0047351,0.71,0.68
0.0410,2.7e-05,2247,0.0066842,0.76,0.66
0.0364,1.5e-05,1218,0.0043961,0.59,0.66
0.0365,1.5e-05,1254,0.0045126,0.60,0.66
0.0372,1.7e-05,1398,0.0048092,0.63,0.67
0.0487,2.8e-05,2265,0.0071291,0.46,0.62
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0329,1.1e-05,871,0.0034639,0.57,0.67
0.0359,1.7e-05,1388,0.0047139,0.70,0.68
0.0429,2.2e-05,1833,0.0058579,0.54,0.65
0.0076,1.1e-07,9,0.0001589,0.47,0.70
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0469,2.8e-05,2313,0.0069384,0.52,0.65
0.0164,1.6e-06,131,0.0009428,0.69,0.70
0.0400,2.0e-05,1680,0.0055507,0.61,0.65
0.0362,1.4e-05,1120,0.0042690,0.55,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0385,2.0e-05,1645,0.0054660,0.67,0.65
0.0076,9.8e-08,8,0.0001483,0.42,0.69
0.0146,1.1e-06,88,0.0007415,0.65,0.68
0.0541,3.2e-05,2643,0.0081036,0.39,0.60
0.0394,1.9e-05,1521,0.0052541,0.58,0.64
0.0358,1.6e-05,1339,0.0046927,0.68,0.66
0.0416,2.0e-05,1625,0.0054130,0.53,0.65
0.0165,1.3e-06,108,0.0008474,0.56,0.69
0.0377,1.8e-05,1480,0.0050317,0.64,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0415,2.5e-05,2014,0.0061545,0.66,0.66
0.0412,2.0e-05,1669,0.0054872,0.56,0.66
0.0401,2.1e-05,1759,0.0056143,0.64,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0075,9.8e-08,8,0.0001589,0.44,0.64
0.0465,2.6e-05,2132,0.0066948,0.49,0.63
0.0394,1.8e-05,1458,0.0049893,0.56,0.66
0.0169,1.8e-06,149,0.0010169,0.72,0.71
0.0370,1.8e-05,1462,0.0047880,0.67,0.69
0.0403,2.3e-05,1878,0.0059003,0.67,0.66
0.0387,2.0e-05,1663,0.0053601,0.67,0.67
0.0078,1.2e-07,10,0.0001801,0.48,0.66
0.0443,2.8e-05,2311,0.0068854,0.62,0.65
0.0506,2.9e-05,2374,0.0073197,0.43,0.62
0.0384,1.9e-05,1591,0.0052859,0.65,0.66
0.0439,2.8e-05,2308,0.0068854,0.63,0.65
0.0402,2.5e-05,2057,0.0062710,0.74,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0471,2.5e-05,2088,0.0065571,0.46,0.64
0.0360,1.7e-05,1425,0.0047245,0.71,0.69
0.0400,2.2e-05,1836,0.0058155,0.67,0.66
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0366,1.9e-05,1582,0.0052223,0.75,0.67
0.0447,2.6e-05,2152,0.0064829,0.56,0.66
0.0190,2.0e-06,164,0.0010805,0.56,0.71
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0406,2.2e-05,1778,0.0057096,0.62,0.66
0.0385,2.2e-05,1839,0.0057414,0.75,0.67
0.0244,4.4e-06,357,0.0018961,0.57,0.68
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0399,2.5e-05,2082,0.0063876,0.76,0.65
0.0384,2.0e-05,1622,0.0053495,0.66,0.66
0.0160,1.4e-06,114,0.0009110,0.65,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0397,2.1e-05,1722,0.0055931,0.64,0.66
0.0402,2.3e-05,1850,0.0057732,0.67,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0440,2.6e-05,2110,0.0064405,0.58,0.65
0.0371,1.8e-05,1505,0.0050634,0.68,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0425,3.0e-05,2431,0.0070973,0.74,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0163,1.4e-06,112,0.0009110,0.60,0.65
0.0152,1.2e-06,96,0.0007839,0.64,0.69
0.0409,2.1e-05,1691,0.0054978,0.58,0.66
0.0366,1.6e-05,1281,0.0047245,0.61,0.64
0.0535,3.5e-05,2852,0.0081778,0.43,0.63
0.0551,3.1e-05,2550,0.0075422,0.35,0.63
0.0658,4.0e-05,3285,0.0099468,0.27,0.57
0.0369,1.9e-05,1519,0.0049575,0.70,0.68
0.0414,2.2e-05,1810,0.0058579,0.59,0.65
0.0409,2.2e-05,1784,0.0057414,0.61,0.66
0.0076,1.1e-07,9,0.0001589,0.47,0.70
0.0433,2.8e-05,2295,0.0068854,0.66,0.65
0.0416,2.4e-05,1975,0.0060168,0.64,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0847,6.2e-05,5050,0.0144488,0.19,0.52
0.0401,2.7e-05,2177,0.0064723,0.79,0.66
0.0425,2.1e-05,1750,0.0057626,0.53,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0267,5.4e-06,443,0.0022351,0.54,0.67
0.0182,1.8e-06,147,0.0010699,0.57,0.67
0.0076,1.1e-07,9,0.0001483,0.47,0.75
0.0400,2.3e-05,1918,0.0059003,0.70,0.67
0.0417,2.4e-05,1993,0.0060592,0.64,0.67
0.0415,1.6e-05,1344,0.0048410,0.44,0.64
0.0430,2.4e-05,1963,0.0062181,0.58,0.65
0.0409,2.1e-05,1694,0.0055401,0.58,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0452,2.8e-05,2299,0.0069278,0.58,0.64
0.0437,2.8e-05,2318,0.0067689,0.65,0.66
0.0422,2.7e-05,2218,0.0066206,0.69,0.66
0.0406,2.4e-05,1957,0.0060062,0.68,0.67
0.0402,2.4e-05,2004,0.0060274,0.72,0.68
0.0403,2.4e-05,1943,0.0059744,0.69,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0076,1.2e-07,10,0.0001589,0.52,0.75
0.0386,1.9e-05,1587,0.0051800,0.64,0.67
0.0441,2.9e-05,2384,0.0070232,0.65,0.65
0.0903,7.5e-05,6180,0.0158577,0.20,0.54
0.0403,2.6e-05,2112,0.0063028,0.75,0.67
0.0465,2.9e-05,2349,0.0071079,0.55,0.64
0.0438,2.5e-05,2064,0.0062075,0.57,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0073,9.8e-08,8,0.0001483,0.48,0.69
0.0298,8.7e-06,716,0.0030826,0.63,0.67
0.0429,2.6e-05,2127,0.0063664,0.63,0.67
0.0431,3.0e-05,2434,0.0070443,0.71,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0410,2.5e-05,2039,0.0063028,0.69,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0382,2.0e-05,1610,0.0052223,0.67,0.67
0.0393,2.3e-05,1869,0.0058367,0.72,0.67
0.0418,2.8e-05,2257,0.0066312,0.72,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0078,1.1e-07,9,0.0001695,0.43,0.65
0.0455,2.8e-05,2269,0.0069066,0.56,0.64
0.0538,3.6e-05,2940,0.0083049,0.44,0.63
0.0075,9.8e-08,8,0.0001483,0.45,0.69
0.0457,2.3e-05,1917,0.0062075,0.47,0.64
0.0214,3.2e-06,264,0.0014936,0.63,0.71
0.0115,3.3e-07,27,0.0003284,0.41,0.70
0.0428,2.3e-05,1919,0.0059745,0.57,0.66
0.0410,2.7e-05,2194,0.0065465,0.74,0.66
0.0399,2.1e-05,1726,0.0054236,0.63,0.68
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0438,3.1e-05,2563,0.0073939,0.71,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0397,2.4e-05,1959,0.0060062,0.73,0.67
0.0435,2.2e-05,1818,0.0059426,0.51,0.64
0.0076,9.8e-08,8,0.0001483,0.42,0.69
0.0493,2.5e-05,2054,0.0064511,0.40,0.64
0.0073,9.8e-08,8,0.0001589,0.48,0.64
0.0540,3.4e-05,2811,0.0079447,0.42,0.64
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0426,3.1e-05,2571,0.0073621,0.77,0.65
0.0431,2.4e-05,1964,0.0060592,0.57,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0420,2.4e-05,1966,0.0060274,0.62,0.67
0.0076,1.1e-07,9,0.0001589,0.47,0.70
0.0419,2.6e-05,2171,0.0065041,0.69,0.66
0.0419,2.3e-05,1882,0.0059532,0.59,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0428,2.5e-05,2066,0.0063664,0.62,0.65
0.0426,2.9e-05,2369,0.0069808,0.72,0.65
0.0426,2.8e-05,2331,0.0068748,0.70,0.65
0.0435,2.7e-05,2189,0.0065994,0.62,0.65
0.0402,2.1e-05,1729,0.0056143,0.62,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0449,2.9e-05,2395,0.0070337,0.62,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0434,2.2e-05,1830,0.0059639,0.52,0.64
0.0507,3.2e-05,2648,0.0075210,0.47,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0465,2.6e-05,2155,0.0066418,0.50,0.64
0.0426,2.6e-05,2116,0.0063876,0.64,0.66
0.0410,2.4e-05,1951,0.0060062,0.66,0.67
0.0423,2.6e-05,2096,0.0063134,0.64,0.66
0.0104,1.6e-07,13,0.0002225,0.27,0.64
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0461,3.1e-05,2510,0.0071609,0.60,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0413,2.1e-05,1694,0.0056566,0.56,0.64
0.0427,2.4e-05,1999,0.0060910,0.60,0.67
0.0435,2.9e-05,2371,0.0068854,0.67,0.66
0.0413,2.5e-05,2011,0.0062181,0.66,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0496,3.4e-05,2794,0.0077752,0.53,0.65
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0446,3.1e-05,2540,0.0071926,0.67,0.66
0.0539,3.7e-05,3067,0.0083261,0.46,0.65
0.0384,2.0e-05,1654,0.0052859,0.68,0.68
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0812,7.2e-05,5905,0.0147242,0.26,0.57
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0404,2.1e-05,1687,0.0056037,0.59,0.65
0.0429,2.6e-05,2153,0.0065782,0.64,0.65
0.0490,3.3e-05,2705,0.0077541,0.53,0.64
0.0431,3.0e-05,2425,0.0070231,0.71,0.66
0.0417,2.4e-05,2005,0.0060698,0.65,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0543,3.7e-05,3018,0.0085062,0.44,0.63
0.0431,2.9e-05,2357,0.0069066,0.69,0.66
0.0484,3.3e-05,2746,0.0077117,0.56,0.65
0.0238,3.8e-06,308,0.0017161,0.53,0.68
0.0422,2.9e-05,2418,0.0070231,0.75,0.66
0.0231,3.1e-06,254,0.0015678,0.48,0.66
0.0435,2.9e-05,2366,0.0068643,0.67,0.66
0.0418,2.3e-05,1851,0.0057944,0.59,0.67
0.0433,2.9e-05,2352,0.0067583,0.68,0.67
0.0602,4.2e-05,3482,0.0093748,0.37,0.63
0.0454,3.2e-05,2597,0.0074575,0.64,0.65
0.0472,2.9e-05,2369,0.0071079,0.53,0.64
0.0439,2.9e-05,2407,0.0069596,0.66,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0406,2.2e-05,1768,0.0055931,0.62,0.67
0.0489,3.6e-05,2966,0.0081354,0.59,0.65
0.0491,3.5e-05,2837,0.0078918,0.56,0.65
0.0394,2.1e-05,1719,0.0054448,0.66,0.68
0.0420,2.8e-05,2335,0.0068007,0.73,0.66
0.0086,1.3e-07,11,0.0001801,0.40,0.70
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0433,2.9e-05,2369,0.0070125,0.68,0.65
0.0175,4.8e-07,39,0.0005614,0.17,0.52
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0490,3.0e-05,2472,0.0073303,0.49,0.64
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0429,2.5e-05,2056,0.0062393,0.61,0.66
0.0441,2.9e-05,2398,0.0068748,0.65,0.67
0.0392,1.8e-05,1469,0.0049575,0.57,0.67
0.0714,6.0e-05,4888,0.0125103,0.31,0.59
0.0454,2.9e-05,2394,0.0069066,0.60,0.66
0.0147,1.1e-06,90,0.0007627,0.65,0.67
0.0412,1.9e-05,1584,0.0052223,0.53,0.67
0.0403,2.6e-05,2125,0.0062287,0.76,0.68
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0437,2.5e-05,2036,0.0062710,0.57,0.66
0.0482,3.1e-05,2527,0.0073409,0.52,0.65
0.0534,3.7e-05,3012,0.0083896,0.46,0.64
0.0423,2.7e-05,2196,0.0064723,0.67,0.67
0.0402,2.2e-05,1833,0.0057626,0.66,0.67
0.0428,3.2e-05,2630,0.0073833,0.78,0.66
0.0131,4.8e-07,39,0.0004449,0.40,0.66
0.0458,3.1e-05,2567,0.0072774,0.62,0.66
0.0179,1.7e-06,138,0.0010275,0.56,0.67
0.0429,3.1e-05,2518,0.0071609,0.74,0.66
0.0466,3.4e-05,2751,0.0076164,0.63,0.66
0.0324,1.3e-05,1056,0.0038770,0.72,0.69
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0556,4.1e-05,3345,0.0091312,0.45,0.63
0.0404,2.0e-05,1659,0.0053918,0.59,0.67
0.0673,4.9e-05,4052,0.0105718,0.31,0.62
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0473,3.3e-05,2709,0.0077223,0.60,0.64
0.0393,1.8e-05,1456,0.0048939,0.56,0.67
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0496,3.3e-05,2717,0.0076163,0.52,0.65
0.0430,2.8e-05,2266,0.0066206,0.66,0.67
0.0402,2.3e-05,1917,0.0058155,0.69,0.68
0.0492,3.1e-05,2557,0.0075210,0.50,0.64
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0372,1.5e-05,1263,0.0044279,0.57,0.68
0.0180,6.0e-07,49,0.0006462,0.20,0.53
0.0405,2.3e-05,1889,0.0057944,0.66,0.68
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0433,3.0e-05,2471,0.0071397,0.71,0.66
0.0471,3.2e-05,2634,0.0073409,0.59,0.67
0.0451,3.6e-05,2917,0.0079659,0.74,0.66
0.0426,2.9e-05,2348,0.0067795,0.71,0.67
0.0792,6.5e-05,5332,0.0130929,0.25,0.60
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0434,3.0e-05,2471,0.0070337,0.70,0.67
0.0490,3.2e-05,2634,0.0074045,0.52,0.66
0.0459,3.2e-05,2648,0.0074786,0.64,0.66
0.0056,9.8e-08,8,0.0001271,1.00,0.81
0.0505,3.1e-05,2523,0.0075316,0.46,0.63
0.0056,9.8e-08,8,0.0001271,1.00,0.81
