Radius [mm],Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0068,0.0136,8.1e-07,49,0.0006253,0.62,0.67
0.0069,0.0137,8.1e-07,49,0.0006253,0.60,0.67
0.0069,0.0137,8.1e-07,49,0.0006253,0.60,0.67
0.0071,0.0142,8.1e-07,49,0.0006253,0.55,0.67
0.0078,0.0155,8.1e-07,49,0.0006644,0.42,0.63
0.0069,0.0137,8.1e-07,49,0.0006383,0.60,0.66
0.0068,0.0137,8.1e-07,49,0.0006253,0.61,0.67
0.0070,0.0140,8.1e-07,49,0.0006384,0.56,0.66
0.0068,0.0137,8.1e-07,49,0.0006123,0.61,0.69
0.0068,0.0136,8.1e-07,49,0.0006253,0.62,0.67
0.0068,0.0136,8.1e-07,49,0.0006253,0.62,0.67
0.0070,0.0140,8.1e-07,49,0.0006514,0.56,0.65
0.0070,0.0140,8.1e-07,49,0.0006644,0.56,0.63
0.0068,0.0136,8.1e-07,49,0.0006123,0.62,0.69
0.0071,0.0143,8.1e-07,49,0.0006514,0.54,0.65
0.0073,0.0147,8.1e-07,49,0.0006384,0.49,0.66
0.0069,0.0138,8.1e-07,49,0.0006253,0.59,0.67
0.0073,0.0147,8.1e-07,49,0.0006383,0.49,0.66
0.0069,0.0137,8.1e-07,49,0.0006384,0.60,0.66
0.0080,0.0161,8.1e-07,49,0.0006644,0.38,0.63
0.0075,0.0150,8.1e-07,49,0.0006644,0.46,0.63
0.0071,0.0142,8.1e-07,49,0.0006384,0.55,0.66
0.0070,0.0140,8.1e-07,49,0.0006383,0.57,0.66
0.0071,0.0142,8.1e-07,49,0.0006644,0.54,0.63
0.0069,0.0139,8.1e-07,49,0.0006514,0.58,0.65
0.0071,0.0143,8.1e-07,49,0.0006384,0.54,0.66
0.0073,0.0146,8.1e-07,49,0.0006774,0.50,0.62
0.0069,0.0138,8.1e-07,49,0.0006253,0.59,0.67
0.0073,0.0146,8.1e-07,49,0.0006384,0.50,0.66
0.0069,0.0138,8.1e-07,49,0.0006384,0.59,0.66
0.0069,0.0137,8.1e-07,49,0.0006253,0.60,0.67
0.0069,0.0139,8.1e-07,49,0.0006644,0.58,0.63
0.0069,0.0137,8.1e-07,49,0.0006253,0.60,0.67
0.0072,0.0144,8.1e-07,49,0.0006774,0.52,0.62
0.0068,0.0136,8.1e-07,49,0.0006253,0.62,0.67
0.0068,0.0136,8.1e-07,49,0.0006253,0.62,0.67
0.0079,0.0157,8.1e-07,49,0.0006383,0.40,0.66
0.0070,0.0140,8.1e-07,49,0.0006253,0.57,0.67
0.0070,0.0140,8.1e-07,49,0.0006253,0.57,0.67
0.0071,0.0141,8.1e-07,49,0.0006384,0.55,0.66
0.0071,0.0143,8.1e-07,49,0.0006384,0.54,0.66
0.0068,0.0136,8.1e-07,49,0.0006123,0.62,0.69
0.0069,0.0137,8.1e-07,49,0.0006384,0.60,0.66
0.0069,0.0139,8.1e-07,49,0.0006383,0.58,0.66
0.0054,0.0108,5.2e-07,31,0.0004690,0.78,0.66
0.0156,0.0313,2.1e-06,126,0.0014851,0.13,0.53
0.0061,0.0122,5.7e-07,34,0.0004950,0.59,0.67
0.0065,0.0130,5.8e-07,35,0.0005211,0.50,0.65
0.0044,0.0087,2.0e-07,12,0.0002345,0.58,0.70
0.0072,0.0144,9.0e-07,54,0.0006905,0.57,0.65
0.0071,0.0143,9.6e-07,58,0.0007295,0.63,0.65
0.0070,0.0140,6.3e-07,38,0.0005211,0.44,0.68
0.0064,0.0129,7.1e-07,43,0.0005472,0.64,0.71
0.0042,0.0085,1.5e-07,9,0.0001824,0.47,0.75
0.0063,0.0126,6.0e-07,36,0.0005081,0.57,0.68
0.0063,0.0125,6.5e-07,39,0.0005341,0.63,0.68
0.0059,0.0118,4.8e-07,29,0.0004299,0.57,0.69
0.0050,0.0101,3.3e-07,20,0.0003127,0.62,0.74
0.0058,0.0115,4.3e-07,26,0.0004169,0.54,0.66
0.0044,0.0087,1.8e-07,11,0.0002345,0.52,0.66
0.0069,0.0138,6.8e-07,41,0.0005862,0.50,0.64
0.0047,0.0094,2.5e-07,15,0.0002866,0.57,0.67
0.0054,0.0108,4.2e-07,25,0.0004039,0.63,0.67
0.0046,0.0091,2.2e-07,13,0.0002606,0.55,0.67
0.0046,0.0092,2.3e-07,14,0.0002736,0.57,0.67
0.0054,0.0108,4.5e-07,27,0.0004299,0.68,0.66
0.0054,0.0108,4.3e-07,26,0.0004299,0.65,0.64
0.0074,0.0147,8.0e-07,48,0.0006123,0.48,0.68
0.0064,0.0128,5.8e-07,35,0.0004820,0.53,0.70
0.0061,0.0121,5.8e-07,35,0.0004820,0.63,0.70
0.0063,0.0125,5.8e-07,35,0.0004950,0.57,0.68
0.0059,0.0119,5.8e-07,35,0.0005081,0.66,0.66
0.0062,0.0124,5.8e-07,35,0.0005211,0.59,0.65
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0060,0.0119,5.8e-07,35,0.0005081,0.65,0.66
0.0062,0.0124,5.8e-07,35,0.0005211,0.59,0.65
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0062,0.0124,5.8e-07,35,0.0004950,0.58,0.68
0.0060,0.0120,5.8e-07,35,0.0005081,0.65,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0062,0.0124,5.8e-07,35,0.0005081,0.59,0.66
0.0059,0.0119,5.8e-07,35,0.0005081,0.66,0.66
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0061,0.0122,5.8e-07,35,0.0004950,0.62,0.68
0.0061,0.0123,5.8e-07,35,0.0005081,0.60,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0061,0.0122,5.8e-07,35,0.0004820,0.61,0.70
0.0061,0.0123,5.8e-07,35,0.0004950,0.60,0.68
0.0063,0.0126,5.8e-07,35,0.0004820,0.55,0.70
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0071,0.0141,5.8e-07,35,0.0005341,0.39,0.63
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0061,0.0122,5.8e-07,35,0.0004820,0.61,0.70
0.0062,0.0124,5.8e-07,35,0.0005211,0.59,0.65
0.0061,0.0122,5.8e-07,35,0.0005081,0.62,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0060,0.0119,5.8e-07,35,0.0005081,0.65,0.66
0.0061,0.0122,5.8e-07,35,0.0004820,0.61,0.70
0.0061,0.0122,5.8e-07,35,0.0004690,0.62,0.72
0.0061,0.0123,5.8e-07,35,0.0005081,0.60,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0061,0.0122,5.8e-07,35,0.0004820,0.61,0.70
0.0060,0.0120,5.8e-07,35,0.0005081,0.65,0.66
0.0060,0.0120,5.8e-07,35,0.0005081,0.65,0.66
0.0064,0.0129,5.8e-07,35,0.0004950,0.52,0.68
0.0060,0.0121,5.8e-07,35,0.0004950,0.63,0.68
0.0061,0.0122,5.8e-07,35,0.0004820,0.61,0.70
0.0061,0.0123,5.8e-07,35,0.0005081,0.60,0.66
0.0063,0.0125,5.8e-07,35,0.0004820,0.56,0.70
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0064,0.0128,5.8e-07,35,0.0005081,0.53,0.66
0.0063,0.0126,5.8e-07,35,0.0005081,0.56,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0059,0.0119,5.8e-07,35,0.0005081,0.66,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0058,0.0117,5.8e-07,35,0.0004690,0.69,0.72
0.0063,0.0125,5.8e-07,35,0.0004690,0.57,0.72
0.0062,0.0124,5.8e-07,35,0.0004690,0.58,0.72
0.0061,0.0122,5.8e-07,35,0.0005211,0.61,0.65
0.0063,0.0125,5.8e-07,35,0.0004690,0.57,0.72
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0063,0.0126,5.8e-07,35,0.0005081,0.55,0.66
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0062,0.0125,5.8e-07,35,0.0004820,0.57,0.70
0.0061,0.0122,5.8e-07,35,0.0004950,0.61,0.68
0.0060,0.0119,5.8e-07,35,0.0005081,0.65,0.66
0.0063,0.0127,5.8e-07,35,0.0004820,0.54,0.70
0.0061,0.0122,5.8e-07,35,0.0004950,0.62,0.68
0.0062,0.0124,5.8e-07,35,0.0005081,0.59,0.66
0.0064,0.0128,5.8e-07,35,0.0004950,0.53,0.68
0.0062,0.0123,5.8e-07,35,0.0004950,0.59,0.68
0.0063,0.0126,5.8e-07,35,0.0004820,0.55,0.70
0.0060,0.0120,5.8e-07,35,0.0005081,0.65,0.66
0.0065,0.0130,5.8e-07,35,0.0004820,0.50,0.70
0.0066,0.0133,5.8e-07,35,0.0005081,0.47,0.66
0.0062,0.0124,5.8e-07,35,0.0005211,0.59,0.65
0.0060,0.0120,5.8e-07,35,0.0004951,0.65,0.68
0.0065,0.0130,5.8e-07,35,0.0005081,0.50,0.66
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0063,0.0126,5.8e-07,35,0.0004820,0.55,0.70
0.0058,0.0117,5.8e-07,35,0.0004690,0.69,0.72
0.0062,0.0124,5.8e-07,35,0.0004950,0.58,0.68
0.0058,0.0117,5.8e-07,35,0.0004690,0.69,0.72
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0060,0.0121,5.8e-07,35,0.0004950,0.63,0.68
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0062,0.0125,5.8e-07,35,0.0005211,0.57,0.65
0.0060,0.0121,5.8e-07,35,0.0004950,0.63,0.68
0.0064,0.0128,5.8e-07,35,0.0004950,0.53,0.68
0.0060,0.0121,5.8e-07,35,0.0004950,0.63,0.68
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0061,0.0123,5.8e-07,35,0.0005081,0.60,0.66
0.0061,0.0123,5.8e-07,35,0.0004950,0.60,0.68
0.0060,0.0120,5.8e-07,35,0.0004950,0.65,0.68
0.0061,0.0122,5.8e-07,35,0.0004690,0.62,0.72
0.0061,0.0122,5.8e-07,35,0.0004820,0.60,0.70
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0060,0.0120,5.8e-07,35,0.0005081,0.65,0.66
0.0082,0.0163,1.1e-06,67,0.0008077,0.49,0.64
0.0063,0.0127,6.2e-07,37,0.0005081,0.58,0.69
0.0049,0.0098,2.8e-07,17,0.0003127,0.57,0.67
0.0064,0.0129,6.3e-07,38,0.0005211,0.56,0.68
0.0062,0.0124,5.8e-07,35,0.0004950,0.58,0.68
0.0083,0.0165,9.8e-07,59,0.0007165,0.41,0.67
0.0061,0.0123,6.2e-07,37,0.0005211,0.63,0.67
0.0073,0.0146,1.0e-06,60,0.0006905,0.62,0.70
0.0056,0.0111,4.2e-07,25,0.0003778,0.58,0.71
0.0057,0.0115,4.3e-07,26,0.0003908,0.54,0.71
0.0065,0.0130,6.6e-07,40,0.0005472,0.58,0.67
0.0061,0.0122,4.7e-07,28,0.0004299,0.49,0.68
0.0049,0.0098,3.2e-07,19,0.0003257,0.63,0.69
0.0058,0.0117,5.2e-07,31,0.0004429,0.62,0.70
0.0071,0.0142,8.6e-07,52,0.0006905,0.57,0.64
0.0060,0.0120,5.3e-07,32,0.0004690,0.58,0.68
0.0059,0.0118,4.7e-07,28,0.0004429,0.54,0.66
0.0060,0.0120,5.8e-07,35,0.0005081,0.65,0.66
0.0043,0.0087,1.5e-07,9,0.0002084,0.44,0.65
0.0141,0.0282,1.5e-06,91,0.0011855,0.13,0.54
0.0050,0.0101,3.0e-07,18,0.0002996,0.56,0.72
0.0067,0.0134,7.0e-07,42,0.0005993,0.55,0.64
0.0044,0.0087,2.0e-07,12,0.0002345,0.58,0.70
0.0058,0.0116,4.8e-07,29,0.0004560,0.59,0.65
0.0071,0.0142,7.6e-07,46,0.0006123,0.51,0.66
0.0061,0.0121,5.7e-07,34,0.0004690,0.61,0.70
0.0046,0.0092,2.3e-07,14,0.0002866,0.57,0.64
0.0069,0.0138,7.3e-07,44,0.0005993,0.53,0.66
0.0045,0.0090,2.2e-07,13,0.0002345,0.56,0.74
0.0040,0.0081,1.3e-07,8,0.0001824,0.48,0.69
0.0044,0.0087,2.0e-07,12,0.0002606,0.57,0.63
0.0070,0.0140,8.1e-07,49,0.0006514,0.56,0.65
0.0047,0.0093,2.5e-07,15,0.0002736,0.58,0.70
0.0128,0.0256,1.8e-06,111,0.0012897,0.21,0.56
0.0054,0.0108,3.7e-07,22,0.0003778,0.55,0.65
0.0067,0.0134,7.0e-07,42,0.0005862,0.55,0.65
0.0043,0.0087,1.8e-07,11,0.0002475,0.53,0.63
0.0064,0.0127,6.0e-07,36,0.0004950,0.55,0.69
0.0059,0.0118,4.8e-07,29,0.0004429,0.56,0.67
0.0070,0.0140,7.1e-07,43,0.0005862,0.49,0.66
0.0058,0.0117,4.8e-07,29,0.0004429,0.58,0.67
0.0044,0.0087,2.0e-07,12,0.0002345,0.58,0.70
0.0058,0.0117,3.2e-07,19,0.0003127,0.38,0.72
0.0065,0.0129,6.3e-07,38,0.0005341,0.56,0.67
0.0054,0.0108,5.2e-07,31,0.0004690,0.78,0.66
0.0055,0.0110,3.7e-07,22,0.0003648,0.52,0.68
0.0073,0.0147,7.8e-07,47,0.0005732,0.47,0.72
0.0061,0.0122,5.2e-07,31,0.0004560,0.54,0.68
0.0058,0.0116,4.8e-07,29,0.0004560,0.59,0.65
0.0059,0.0118,5.0e-07,30,0.0004560,0.58,0.67
0.0054,0.0108,4.0e-07,24,0.0003908,0.60,0.67
0.0067,0.0133,7.5e-07,45,0.0005862,0.60,0.68
0.0061,0.0121,4.5e-07,27,0.0004299,0.48,0.66
0.0050,0.0101,3.5e-07,21,0.0003387,0.65,0.71
0.0045,0.0090,2.2e-07,13,0.0002475,0.56,0.70
0.0044,0.0088,1.8e-07,11,0.0002345,0.51,0.66
0.0049,0.0098,3.0e-07,18,0.0003127,0.60,0.69
0.0053,0.0105,2.8e-07,17,0.0003127,0.46,0.67
0.0054,0.0108,3.5e-07,21,0.0003778,0.53,0.63
0.0054,0.0108,3.5e-07,21,0.0003648,0.52,0.66
0.0059,0.0118,4.0e-07,24,0.0003778,0.47,0.69
0.0046,0.0092,2.3e-07,14,0.0002605,0.57,0.70
0.0082,0.0165,1.0e-06,60,0.0007556,0.43,0.64
0.0071,0.0143,8.8e-07,53,0.0006774,0.58,0.66
0.0060,0.0120,5.0e-07,30,0.0004429,0.55,0.69
0.0050,0.0101,3.7e-07,22,0.0003517,0.68,0.70
0.0070,0.0140,8.8e-07,53,0.0006514,0.62,0.68
0.0070,0.0140,8.8e-07,53,0.0006644,0.61,0.67
0.0071,0.0143,8.5e-07,51,0.0006644,0.56,0.65
0.0071,0.0142,8.8e-07,53,0.0007035,0.58,0.63
0.0050,0.0101,3.5e-07,21,0.0003387,0.65,0.71
0.0054,0.0108,3.3e-07,20,0.0003648,0.50,0.64
0.0044,0.0087,1.8e-07,11,0.0002215,0.53,0.70
0.0062,0.0124,5.7e-07,34,0.0004820,0.56,0.69
0.0046,0.0092,2.3e-07,14,0.0002736,0.57,0.67
0.0050,0.0101,3.7e-07,22,0.0003387,0.68,0.73
0.0060,0.0119,5.0e-07,30,0.0004690,0.56,0.65
0.0069,0.0138,6.6e-07,40,0.0005341,0.48,0.69
0.0054,0.0108,3.3e-07,20,0.0003387,0.50,0.69
0.0045,0.0090,2.3e-07,14,0.0002475,0.60,0.74
0.0045,0.0090,1.8e-07,11,0.0002215,0.48,0.70
0.0064,0.0128,6.8e-07,41,0.0005472,0.62,0.68
0.0049,0.0098,2.8e-07,17,0.0002996,0.58,0.70
0.0054,0.0108,4.3e-07,26,0.0004299,0.65,0.64
0.0061,0.0122,6.0e-07,36,0.0005081,0.63,0.68
0.0061,0.0122,5.3e-07,32,0.0004820,0.56,0.66
0.0070,0.0140,6.5e-07,39,0.0005211,0.45,0.70
0.0070,0.0140,8.1e-07,49,0.0006384,0.56,0.66
0.0069,0.0137,8.5e-07,51,0.0006383,0.63,0.68
0.0057,0.0115,4.5e-07,27,0.0004039,0.57,0.70
0.0092,0.0184,1.3e-06,80,0.0009380,0.41,0.62
0.0061,0.0122,5.8e-07,35,0.0005081,0.61,0.66
0.0044,0.0089,2.0e-07,12,0.0002606,0.55,0.63
0.0040,0.0081,1.5e-07,9,0.0002084,0.54,0.65
0.0045,0.0090,2.2e-07,13,0.0002475,0.56,0.70
0.0056,0.0112,3.7e-07,22,0.0003778,0.50,0.65
0.0071,0.0141,9.1e-07,55,0.0007035,0.62,0.65
0.0064,0.0128,6.8e-07,41,0.0005472,0.62,0.68
0.0073,0.0147,6.2e-07,37,0.0005081,0.37,0.69
0.0058,0.0117,4.7e-07,28,0.0004299,0.56,0.68
0.0058,0.0117,4.5e-07,27,0.0004299,0.54,0.66
0.0045,0.0090,2.0e-07,12,0.0002475,0.52,0.67
0.0058,0.0117,4.3e-07,26,0.0004169,0.52,0.66
0.0048,0.0096,2.7e-07,16,0.0002866,0.58,0.70
0.0053,0.0107,3.3e-07,20,0.0003387,0.52,0.69
0.0054,0.0108,3.5e-07,21,0.0003517,0.53,0.68
0.0063,0.0125,4.7e-07,28,0.0004429,0.45,0.66
0.0069,0.0137,6.8e-07,41,0.0005993,0.50,0.63
0.0089,0.0179,8.6e-07,52,0.0006514,0.29,0.67
0.0070,0.0140,8.1e-07,49,0.0006123,0.57,0.69
0.0059,0.0118,5.5e-07,33,0.0004820,0.63,0.67
0.0042,0.0085,1.3e-07,8,0.0001824,0.42,0.69
0.0054,0.0108,4.0e-07,24,0.0003908,0.60,0.67
0.0069,0.0138,8.3e-07,50,0.0006514,0.60,0.66
0.0046,0.0092,2.2e-07,13,0.0002736,0.53,0.64
0.0083,0.0165,1.1e-06,65,0.0008338,0.46,0.61
0.0051,0.0102,3.2e-07,19,0.0003257,0.57,0.69
0.0060,0.0119,5.3e-07,32,0.0004560,0.60,0.70
0.0053,0.0107,3.0e-07,18,0.0003257,0.47,0.66
0.0065,0.0130,7.1e-07,43,0.0005341,0.63,0.72
0.0060,0.0121,6.3e-07,38,0.0005081,0.69,0.70
0.0065,0.0130,5.8e-07,35,0.0005341,0.50,0.63
0.0071,0.0142,7.6e-07,46,0.0005993,0.51,0.67
0.0060,0.0120,5.0e-07,30,0.0004299,0.55,0.71
0.0060,0.0120,5.0e-07,30,0.0004169,0.55,0.73
0.0063,0.0125,5.0e-07,30,0.0004039,0.49,0.75
0.0060,0.0120,5.0e-07,30,0.0004299,0.55,0.71
0.0060,0.0120,5.0e-07,30,0.0004039,0.55,0.75
0.0054,0.0108,5.2e-07,31,0.0004690,0.78,0.66
0.0061,0.0121,5.5e-07,33,0.0004690,0.59,0.69
0.0066,0.0133,6.6e-07,40,0.0005602,0.54,0.66
0.0057,0.0114,3.8e-07,23,0.0003648,0.49,0.70
0.0054,0.0108,3.0e-07,18,0.0003127,0.45,0.69
0.0079,0.0158,8.6e-07,52,0.0007035,0.42,0.62
0.0053,0.0106,3.3e-07,20,0.0003387,0.53,0.69
0.0063,0.0126,6.0e-07,36,0.0005081,0.57,0.68
0.0070,0.0140,7.6e-07,46,0.0005993,0.53,0.67
0.0061,0.0123,5.8e-07,35,0.0005081,0.60,0.66
0.0059,0.0119,5.5e-07,33,0.0005081,0.63,0.64
0.0062,0.0124,5.2e-07,31,0.0004820,0.52,0.64
0.0062,0.0124,5.8e-07,35,0.0004950,0.58,0.68
0.0064,0.0127,5.3e-07,32,0.0004560,0.50,0.70
0.0066,0.0133,7.0e-07,42,0.0005993,0.57,0.64
0.0045,0.0090,2.2e-07,13,0.0002345,0.56,0.74
0.0063,0.0126,5.8e-07,35,0.0004950,0.56,0.68
0.0083,0.0165,9.6e-07,58,0.0007295,0.41,0.65
0.0085,0.0169,9.6e-07,58,0.0007295,0.38,0.65
0.0080,0.0160,9.6e-07,58,0.0007165,0.45,0.66
0.0082,0.0163,9.6e-07,58,0.0007556,0.42,0.62
0.0066,0.0133,6.3e-07,38,0.0005472,0.52,0.65
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0080,0.0159,7.1e-07,43,0.0005602,0.34,0.69
0.0051,0.0102,2.8e-07,17,0.0003127,0.51,0.67
0.0045,0.0090,2.3e-07,14,0.0002475,0.60,0.74
0.0070,0.0140,6.6e-07,40,0.0005341,0.46,0.69
0.0061,0.0122,6.2e-07,37,0.0005081,0.64,0.69
0.0066,0.0133,6.8e-07,41,0.0005602,0.56,0.67
0.0071,0.0142,7.8e-07,47,0.0006123,0.52,0.67
0.0079,0.0158,8.8e-07,53,0.0006514,0.42,0.68
0.0071,0.0142,8.8e-07,53,0.0007426,0.58,0.60
0.0045,0.0090,2.3e-07,14,0.0002475,0.60,0.74
0.0051,0.0102,2.8e-07,17,0.0003127,0.51,0.67
0.0079,0.0157,6.5e-07,39,0.0005732,0.32,0.63
0.0058,0.0117,4.5e-07,27,0.0004169,0.54,0.68
0.0058,0.0117,4.8e-07,29,0.0004299,0.58,0.69
0.0066,0.0133,7.5e-07,45,0.0005732,0.61,0.70
0.0097,0.0194,1.0e-06,63,0.0008077,0.28,0.62
0.0061,0.0122,5.8e-07,35,0.0004950,0.61,0.68
0.0067,0.0134,7.0e-07,42,0.0005862,0.55,0.65
0.0062,0.0124,6.5e-07,39,0.0005211,0.65,0.70
0.0050,0.0101,3.2e-07,19,0.0003127,0.59,0.72
0.0071,0.0141,7.6e-07,46,0.0006253,0.52,0.65
0.0065,0.0130,6.0e-07,36,0.0005211,0.52,0.66
0.0055,0.0111,4.0e-07,24,0.0003908,0.56,0.67
0.0072,0.0144,9.3e-07,56,0.0007165,0.59,0.64
0.0070,0.0139,8.8e-07,53,0.0006905,0.63,0.64
0.0068,0.0136,7.6e-07,46,0.0005993,0.58,0.67
0.0067,0.0133,8.0e-07,48,0.0006123,0.64,0.68
0.0055,0.0111,3.8e-07,23,0.0003648,0.54,0.70
0.0071,0.0142,9.6e-07,58,0.0007035,0.64,0.67
0.0045,0.0090,2.0e-07,12,0.0002345,0.51,0.70
0.0048,0.0096,2.7e-07,16,0.0002866,0.58,0.70
0.0048,0.0096,2.7e-07,16,0.0002866,0.58,0.70
0.0058,0.0116,4.3e-07,26,0.0004169,0.53,0.66
0.0053,0.0105,4.2e-07,25,0.0003517,0.68,0.77
0.0058,0.0117,4.0e-07,24,0.0004039,0.48,0.65
0.0058,0.0117,4.8e-07,29,0.0004299,0.58,0.69
0.0057,0.0114,4.0e-07,24,0.0003778,0.51,0.69
0.0055,0.0110,3.7e-07,22,0.0003517,0.52,0.70
0.0058,0.0117,4.7e-07,28,0.0004299,0.56,0.68
0.0062,0.0124,6.5e-07,39,0.0005341,0.65,0.68
0.0063,0.0127,6.2e-07,37,0.0005211,0.58,0.67
0.0072,0.0143,9.0e-07,54,0.0006905,0.59,0.65
0.0044,0.0087,2.0e-07,12,0.0002345,0.58,0.70
0.0053,0.0105,3.8e-07,23,0.0003517,0.63,0.72
0.0048,0.0096,2.7e-07,16,0.0002866,0.57,0.70
0.0042,0.0085,1.5e-07,9,0.0001824,0.47,0.75
0.0071,0.0142,9.5e-07,57,0.0007035,0.63,0.66
0.0053,0.0105,2.8e-07,17,0.0003127,0.46,0.67
0.0061,0.0123,6.0e-07,36,0.0005081,0.61,0.68
0.0058,0.0115,4.7e-07,28,0.0004169,0.58,0.70
0.0073,0.0147,8.3e-07,50,0.0006384,0.50,0.67
0.0077,0.0154,6.8e-07,41,0.0005993,0.35,0.63
0.0062,0.0124,5.5e-07,33,0.0004950,0.55,0.65
0.0072,0.0144,8.6e-07,52,0.0006644,0.55,0.66
0.0046,0.0092,2.2e-07,13,0.0002736,0.53,0.64
0.0062,0.0124,6.0e-07,36,0.0005211,0.61,0.66
0.0073,0.0147,7.6e-07,46,0.0006253,0.46,0.65
0.0065,0.0131,6.0e-07,36,0.0005211,0.51,0.66
0.0081,0.0161,1.0e-06,60,0.0007556,0.45,0.64
0.0070,0.0140,8.5e-07,51,0.0006514,0.59,0.67
0.0087,0.0173,1.1e-06,67,0.0007947,0.41,0.65
0.0071,0.0142,8.5e-07,51,0.0006644,0.56,0.65
0.0042,0.0083,1.3e-07,8,0.0001954,0.44,0.64
0.0066,0.0133,7.1e-07,43,0.0005862,0.59,0.66
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0065,0.0131,7.1e-07,43,0.0005732,0.61,0.67
0.0066,0.0133,7.1e-07,43,0.0005732,0.59,0.67
0.0070,0.0140,7.1e-07,43,0.0005993,0.50,0.65
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0066,0.0132,7.1e-07,43,0.0005732,0.59,0.67
0.0070,0.0140,7.1e-07,43,0.0005732,0.50,0.67
0.0065,0.0131,7.1e-07,43,0.0005732,0.61,0.67
0.0070,0.0140,7.1e-07,43,0.0005862,0.50,0.66
0.0066,0.0133,7.1e-07,43,0.0005732,0.59,0.67
0.0070,0.0140,7.1e-07,43,0.0005862,0.50,0.66
0.0073,0.0147,7.1e-07,43,0.0005993,0.43,0.65
0.0066,0.0133,7.1e-07,43,0.0005862,0.59,0.66
0.0066,0.0133,7.1e-07,43,0.0005732,0.59,0.67
0.0066,0.0133,7.1e-07,43,0.0005732,0.58,0.67
0.0070,0.0140,7.1e-07,43,0.0005993,0.50,0.65
0.0067,0.0133,7.1e-07,43,0.0005862,0.58,0.66
0.0071,0.0141,7.1e-07,43,0.0005862,0.49,0.66
0.0066,0.0133,7.1e-07,43,0.0005602,0.58,0.69
0.0070,0.0140,7.1e-07,43,0.0005862,0.50,0.66
0.0068,0.0136,7.1e-07,43,0.0005732,0.55,0.67
0.0070,0.0140,7.1e-07,43,0.0005732,0.50,0.67
0.0066,0.0133,7.1e-07,43,0.0005862,0.59,0.66
0.0075,0.0151,7.1e-07,43,0.0006123,0.40,0.63
0.0065,0.0131,7.1e-07,43,0.0005602,0.61,0.69
0.0065,0.0131,7.1e-07,43,0.0005602,0.61,0.69
0.0066,0.0133,7.1e-07,43,0.0005602,0.58,0.69
0.0070,0.0140,7.1e-07,43,0.0005732,0.50,0.67
0.0069,0.0138,7.1e-07,43,0.0005602,0.52,0.69
0.0065,0.0131,7.1e-07,43,0.0005602,0.61,0.69
0.0067,0.0135,7.1e-07,43,0.0005862,0.56,0.66
0.0065,0.0131,7.1e-07,43,0.0005602,0.61,0.69
0.0066,0.0133,7.1e-07,43,0.0005862,0.59,0.66
0.0048,0.0096,2.7e-07,16,0.0002866,0.58,0.70
0.0052,0.0104,3.8e-07,23,0.0003517,0.65,0.72
0.0070,0.0140,8.0e-07,48,0.0006514,0.55,0.64
0.0049,0.0098,3.0e-07,18,0.0003127,0.60,0.69
0.0050,0.0101,3.7e-07,22,0.0003517,0.68,0.70
0.0047,0.0093,2.5e-07,15,0.0002736,0.58,0.70
0.0072,0.0144,9.1e-07,55,0.0006644,0.58,0.69
0.0067,0.0133,7.0e-07,42,0.0005862,0.56,0.65
